SlotPitchRatio,tau_so,tau_g,Harmonic_order,coupling_coefficient
0.793103448276,0.136842105263,0.0125,9,-0.00848364873748217
0.793103448276,0.131578947368,0.0175,5,-0.00274391976156084
0.793103448276,0.136842105263,0.0125,13,0.000775482134056211
0.793103448276,0.131578947368,0.0175,3,-0.0419247076220022
0.793103448276,0.131578947368,0.0175,7,0.0133157743518959
0.793103448276,0.131578947368,0.02,1,0.235296105455553
0.793103448276,0.136842105263,0.015,9,-0.0083549638237976
0.793103448276,0.131578947368,0.02,3,-0.041860940019994
0.793103448276,0.136842105263,0.015,13,0.000768111340804119
0.793103448276,0.131578947368,0.02,7,0.0131769385869072
0.793103448276,0.131578947368,0.02,5,-0.00271832823688987
0.793103448276,0.136842105263,0.0175,9,-0.0082149877819807
0.793103448276,0.136842105263,0.0175,11,0.00176429552638301
0.793103448276,0.136842105263,0.0175,13,0.000759912028982383
0.793103448276,0.136842105263,0.01,5,-0.00286412174736111
0.793103448276,0.136842105263,0.01,3,-0.0416379638127023
0.793103448276,0.136842105263,0.02,9,-0.00804128353224933
0.793103448276,0.136842105263,0.0125,1,0.23520470499777
0.793103448276,0.136842105263,0.01,1,0.235232853890256
0.793103448276,0.136842105263,0.0125,3,-0.0416065544376049
0.793103448276,0.136842105263,0.01,11,0.00204188554566617
0.793103448276,0.136842105263,0.02,11,0.00167683059077772
0.793103448276,0.136842105263,0.02,13,0.000745000133997771
0.793103448276,0.136842105263,0.015,1,0.235170152658932
0.793103448276,0.136842105263,0.01,7,0.0130243826587613
0.793103448276,0.136842105263,0.0125,7,0.0129301920888421
0.793103448276,0.136842105263,0.015,3,-0.0415641217638298
0.793103448276,0.136842105263,0.0125,11,0.00200126702041241
0.793103448276,0.142105263158,0.01,11,0.00113538679851251
0.793103448276,0.142105263158,0.01,9,-0.00754575291581132
0.793103448276,0.142105263158,0.01,13,0.00108446826772064
0.793103448276,0.136842105263,0.0125,5,-0.00283716976681448
0.793103448276,0.136842105263,0.015,7,0.0128218924350314
0.793103448276,0.136842105263,0.015,11,0.00195137509702414
0.793103448276,0.142105263158,0.0125,9,-0.00751938378654087
0.793103448276,0.136842105263,0.0175,1,0.235129790588578
0.793103448276,0.136842105263,0.015,5,-0.00281070097065476
0.793103448276,0.142105263158,0.0125,13,0.00106640497007775
0.793103448276,0.136842105263,0.0175,7,0.0127006566127322
0.793103448276,0.136842105263,0.0175,5,-0.00278405101607533
0.793103448276,0.136842105263,0.0175,3,-0.0415120970055039
0.793103448276,0.142105263158,0.015,13,0.00103897590703142
0.793103448276,0.142105263158,0.015,9,-0.00731853083616528
0.793103448276,0.142105263158,0.015,5,-0.00285529171640024
0.793103448276,0.142105263158,0.015,11,0.00110057413704586
0.793103448276,0.136842105263,0.02,3,-0.0414502906199781
0.793103448276,0.136842105263,0.02,5,-0.00275734081817388
0.793103448276,0.136842105263,0.02,7,0.0125670629372749
0.793103448276,0.136842105263,0.02,1,0.235083783806658
0.793103448276,0.142105263158,0.0175,9,-0.00721382931421441
0.793103448276,0.142105263158,0.0175,11,0.00104754670121281
0.793103448276,0.142105263158,0.0175,13,0.00103192858941006
0.793103448276,0.142105263158,0.01,1,0.235004412054601
0.793103448276,0.142105263158,0.02,9,-0.00704591155972568
0.793103448276,0.142105263158,0.02,13,0.0010190304882194
0.793103448276,0.142105263158,0.01,3,-0.0411999054068985
0.793103448276,0.142105263158,0.0125,7,0.0122982550828167
0.793103448276,0.142105263158,0.0125,11,0.00118065422810623
0.793103448276,0.142105263158,0.0125,3,-0.0411708268261818
0.793103448276,0.142105263158,0.01,5,-0.00291176614833295
0.793103448276,0.142105263158,0.01,7,0.0123879619498387
0.793103448276,0.142105263158,0.015,1,0.234944135619523
0.793103448276,0.142105263158,0.0125,1,0.234977455052619
0.793103448276,0.142105263158,0.0125,5,-0.00288350671218921
0.793103448276,0.147368421053,0.01,13,0.00135123463840541
0.793103448276,0.142105263158,0.015,3,-0.0411314357783372
0.793103448276,0.142105263158,0.015,7,0.0121936441322679
0.793103448276,0.147368421053,0.01,9,-0.00661947751902299
0.793103448276,0.142105263158,0.0175,5,-0.00282661968403267
0.793103448276,0.142105263158,0.0175,1,0.234904730829007
0.793103448276,0.147368421053,0.0125,13,0.00132695224846625
0.793103448276,0.142105263158,0.0175,3,-0.0410815816408673
0.793103448276,0.142105263158,0.0175,7,0.0120769115527577
0.793103448276,0.147368421053,0.0125,9,-0.00651481776836151
0.793103448276,0.142105263158,0.02,1,0.234859428123323
0.793103448276,0.147368421053,0.015,9,-0.00641263096910293
0.793103448276,0.142105263158,0.02,5,-0.00279833674184806
0.793103448276,0.142105263158,0.02,3,-0.0410220631978983
0.793103448276,0.147368421053,0.015,13,0.00130541099540836
0.793103448276,0.142105263158,0.02,7,0.0119482409746393
0.793103448276,0.142105263158,0.02,11,0.00105967190790783
0.793103448276,0.147368421053,0.01,1,0.234764357016449
0.793103448276,0.147368421053,0.0175,13,0.00126916425823296
0.793103448276,0.147368421053,0.0175,9,-0.00629992329585931
0.793103448276,0.147368421053,0.0175,11,0.000307266428297119
0.793103448276,0.147368421053,0.01,3,-0.0407445068633671
0.793103448276,0.147368421053,0.02,11,0.000195316859166621
0.793103448276,0.147368421053,0.01,7,0.0117449360972688
0.793103448276,0.147368421053,0.02,9,-0.00609474275114078
0.793103448276,0.147368421053,0.01,11,0.000413012407056383
0.793103448276,0.147368421053,0.0125,5,-0.00293235241696538
0.793103448276,0.147368421053,0.01,5,-0.00296238878814261
0.793103448276,0.147368421053,0.02,13,0.00124641150850645
0.793103448276,0.147368421053,0.0125,3,-0.0407181549829094
0.793103448276,0.147368421053,0.0125,1,0.234738603782247
0.793103448276,0.147368421053,0.015,1,0.234706526290521
0.793103448276,0.147368421053,0.0125,7,0.0116589539062187
0.793103448276,0.147368421053,0.015,7,0.0115585697127397
0.793103448276,0.152631578947,0.01,13,0.00157829111147871
0.793103448276,0.147368421053,0.0125,11,0.000399825062879315
0.793103448276,0.147368421053,0.015,11,0.000380025892929653
0.793103448276,0.147368421053,0.015,5,-0.00290187741924195
0.793103448276,0.147368421053,0.0175,1,0.234668086189449
0.793103448276,0.147368421053,0.015,3,-0.0406812870535746
0.793103448276,0.152631578947,0.0125,9,-0.00553845913728423
0.793103448276,0.147368421053,0.0175,3,-0.040633567372886
0.793103448276,0.152631578947,0.0125,13,0.00154739612181555
0.793103448276,0.147368421053,0.0175,5,-0.00287219898911959
0.793103448276,0.152631578947,0.01,9,-0.00563449681303454
0.793103448276,0.147368421053,0.02,1,0.234623531963501
0.793103448276,0.147368421053,0.02,3,-0.040576042779215
0.793103448276,0.152631578947,0.015,9,-0.00542051626687576
0.793103448276,0.147368421053,0.02,5,-0.00284250896299185
0.793103448276,0.152631578947,0.015,13,0.00151354153199609
0.793103448276,0.147368421053,0.02,7,0.0113237887353623
0.793103448276,0.147368421053,0.0175,7,0.0114469174322966
0.793103448276,0.152631578947,0.0175,13,0.0014851033985293
0.793103448276,0.152631578947,0.0175,9,-0.00531890759779569
0.793103448276,0.152631578947,0.0175,11,-0.00039070967396746
0.793103448276,0.152631578947,0.01,5,-0.00301415164721395
0.793103448276,0.152631578947,0.01,3,-0.0402715967647814
0.793103448276,0.152631578947,0.02,9,-0.00514846542796277
0.793103448276,0.152631578947,0.0125,3,-0.040247454587668
0.793103448276,0.152631578947,0.0125,7,0.0110137172160834
0.793103448276,0.152631578947,0.0125,1,0.234488166872606
0.793103448276,0.152631578947,0.01,7,0.0110951841164439
0.793103448276,0.152631578947,0.02,11,-0.000474571445029167
0.793103448276,0.152631578947,0.01,1,0.234512895429069
0.793103448276,0.152631578947,0.01,11,-0.000336218189031324
0.793103448276,0.152631578947,0.02,13,0.00144522402757127
0.793103448276,0.152631578947,0.0125,5,-0.00298305708164095
0.793103448276,0.152631578947,0.015,1,0.234457034509411
0.793103448276,0.152631578947,0.015,7,0.0109187624013589
0.793103448276,0.152631578947,0.0125,11,-0.000336679885539398
0.793103448276,0.152631578947,0.015,3,-0.040212966661143
0.793103448276,0.157894736842,0.01,13,0.00176000548945766
0.793103448276,0.152631578947,0.0175,1,0.234420035729605
0.793103448276,0.152631578947,0.015,5,-0.00295155318645184
0.793103448276,0.152631578947,0.0175,7,0.0108118455851213
0.793103448276,0.157894736842,0.0125,13,0.00172939318868546
0.793103448276,0.152631578947,0.0175,3,-0.0401688808752463
0.793103448276,0.157894736842,0.01,9,-0.00465011885129514
0.793103448276,0.152631578947,0.015,11,-0.000341872176645664
0.793103448276,0.152631578947,0.02,5,-0.00288823990692916
0.793103448276,0.152631578947,0.02,1,0.234376755750128
0.793103448276,0.152631578947,0.02,3,-0.0401142456058239
0.793103448276,0.152631578947,0.0175,5,-0.00291959613436566
0.793103448276,0.157894736842,0.015,13,0.00169032216267645
0.793103448276,0.152631578947,0.02,7,0.0106944492104512
0.793103448276,0.157894736842,0.015,9,-0.00446699212902945
0.793103448276,0.157894736842,0.0175,9,-0.00437116175174222
0.793103448276,0.157894736842,0.0175,11,-0.00107419715650765
0.793103448276,0.157894736842,0.0175,13,0.00164666306446665
0.793103448276,0.157894736842,0.01,5,-0.00306868637480942
0.793103448276,0.157894736842,0.015,11,-0.00101991762534469
0.793103448276,0.157894736842,0.01,1,0.234249598502749
0.793103448276,0.157894736842,0.0125,3,-0.0397601334676061
0.793103448276,0.157894736842,0.02,9,-0.00423426226518179
0.793103448276,0.157894736842,0.0125,5,-0.00303565113504837
0.793103448276,0.157894736842,0.01,7,0.010441497281902
0.793103448276,0.157894736842,0.0125,9,-0.00460790606456498
0.793103448276,0.157894736842,0.02,11,-0.00110450141799294
0.793103448276,0.157894736842,0.0125,1,0.23422624843386
0.793103448276,0.157894736842,0.01,3,-0.0397811227952078
0.793103448276,0.157894736842,0.02,13,0.00160594132087766
0.793103448276,0.157894736842,0.015,5,-0.00300277269136206
0.793103448276,0.157894736842,0.01,11,-0.00103644222856744
0.793103448276,0.157894736842,0.0125,11,-0.00102496592857075
0.793103448276,0.157894736842,0.0125,7,0.0103638858293592
0.793103448276,0.157894736842,0.015,1,0.23419627961145
0.793103448276,0.157894736842,0.015,7,0.0102739265963877
0.793103448276,0.157894736842,0.015,3,-0.039728188341444
0.793103448276,0.163157894737,0.01,9,-0.00369283864568457
0.793103448276,0.163157894737,0.01,13,0.0019089723003854
0.793103448276,0.157894736842,0.0175,7,0.0101727667516568
0.793103448276,0.157894736842,0.0175,3,-0.0396867865868445
0.793103448276,0.163157894737,0.0125,11,-0.00168836736193571
0.793103448276,0.163157894737,0.0125,9,-0.00362606908656166
0.793103448276,0.157894736842,0.0175,1,0.234160429464801
0.793103448276,0.163157894737,0.015,5,-0.00306393594827062
0.793103448276,0.163157894737,0.0125,13,0.00187187432831404
0.793103448276,0.157894736842,0.02,1,0.234117953028199
0.793103448276,0.157894736842,0.0175,5,-0.00296947465896297
0.793103448276,0.157894736842,0.02,5,-0.00293653033739716
0.793103448276,0.157894736842,0.02,3,-0.0396344656756338
0.793103448276,0.163157894737,0.015,13,0.00182735243100112
0.793103448276,0.163157894737,0.015,9,-0.00352101520480607
0.793103448276,0.157894736842,0.02,7,0.0100604213613031
0.793103448276,0.163157894737,0.015,11,-0.00166662549510153
0.793103448276,0.163157894737,0.0175,11,-0.00167533583354557
0.793103448276,0.163157894737,0.0175,13,0.00178999528220281
0.793103448276,0.163157894737,0.0175,9,-0.00345265967765805
0.793103448276,0.163157894737,0.02,9,-0.00335094869933848
0.793103448276,0.163157894737,0.02,13,0.00175395360516981
0.793103448276,0.163157894737,0.02,11,-0.00169429228536305
0.793103448276,0.163157894737,0.01,1,0.233974918292813
0.793103448276,0.163157894737,0.01,5,-0.00312452256263273
0.793103448276,0.163157894737,0.01,3,-0.039274164183092
0.793103448276,0.163157894737,0.01,11,-0.00168428672883786
0.793103448276,0.168421052632,0.01,9,-0.00269533033655058
0.793103448276,0.163157894737,0.0125,1,0.23395274336269
0.793103448276,0.163157894737,0.01,7,0.00978464957312896
0.793103448276,0.163157894737,0.015,3,-0.0392267340146811
0.793103448276,0.163157894737,0.0125,5,-0.00309033442786098
0.793103448276,0.163157894737,0.0125,3,-0.0392557157136448
0.793103448276,0.168421052632,0.01,13,0.00201366517336402
0.793103448276,0.163157894737,0.0125,7,0.0097120357665832
0.793103448276,0.168421052632,0.0125,9,-0.00263896675241341
0.793103448276,0.163157894737,0.015,7,0.00962679818071433
0.793103448276,0.163157894737,0.015,1,0.233924065533769
0.793103448276,0.168421052632,0.0125,13,0.00195106575273324
0.793103448276,0.163157894737,0.02,1,0.233848404761263
0.793103448276,0.168421052632,0.015,9,-0.00259926613437642
0.793103448276,0.163157894737,0.0175,5,-0.00302065452171435
0.793103448276,0.168421052632,0.015,5,-0.00311454469251005
0.793103448276,0.163157894737,0.0175,1,0.233889560141937
0.793103448276,0.163157894737,0.0175,7,0.00953090128602005
0.793103448276,0.163157894737,0.0175,3,-0.0391885442768319
0.793103448276,0.168421052632,0.015,11,-0.00223969844028694
0.793103448276,0.163157894737,0.02,7,0.00942475272975588
0.793103448276,0.163157894737,0.02,3,-0.0391395347575536
0.793103448276,0.168421052632,0.015,13,0.00192903299284131
0.793103448276,0.163157894737,0.02,5,-0.00298603888483967
0.793103448276,0.168421052632,0.0175,9,-0.00254683163266411
0.793103448276,0.168421052632,0.0175,11,-0.00224102367295085
0.793103448276,0.168421052632,0.0175,13,0.00188432776148642
0.793103448276,0.168421052632,0.01,1,0.233689195716836
0.793103448276,0.168421052632,0.01,3,-0.0387515763962625
0.793103448276,0.168421052632,0.01,5,-0.003181302052066
0.793103448276,0.168421052632,0.02,11,-0.00223921063846292
0.793103448276,0.168421052632,0.02,9,-0.00240245724277236
0.793103448276,0.168421052632,0.02,13,0.00182960213372311
0.793103448276,0.168421052632,0.01,7,0.00912671204075191
0.793103448276,0.173684210526,0.01,9,-0.00179022051831678
0.793103448276,0.168421052632,0.01,11,-0.00227663973624319
0.793103448276,0.168421052632,0.0125,5,-0.00314512096551173
0.793103448276,0.168421052632,0.0125,7,0.00905825677444248
0.793103448276,0.168421052632,0.0125,1,0.2336687091236
0.793103448276,0.168421052632,0.015,3,-0.0387105310345811
0.793103448276,0.168421052632,0.015,1,0.233641314428576
0.793103448276,0.168421052632,0.0125,3,-0.038736907823848
0.793103448276,0.168421052632,0.015,7,0.00897899366220188
0.793103448276,0.173684210526,0.01,13,0.00209070377313215
0.793103448276,0.173684210526,0.0125,13,0.00202936196633304
0.793103448276,0.168421052632,0.0125,11,-0.00224344542377692
0.793103448276,0.168421052632,0.0175,5,-0.00307305355472432
0.793103448276,0.168421052632,0.0175,3,-0.038674731647957
0.793103448276,0.173684210526,0.0125,9,-0.00181292131014247
0.793103448276,0.173684210526,0.0125,11,-0.00279726310574134
0.793103448276,0.173684210526,0.015,9,-0.00170595143991962
0.793103448276,0.168421052632,0.0175,7,0.00888865986475089
0.793103448276,0.168421052632,0.0175,1,0.233607808098134
0.793103448276,0.173684210526,0.015,13,0.00197170456287027
0.793103448276,0.168421052632,0.02,1,0.233567844608972
0.793103448276,0.168421052632,0.02,3,-0.0386286462396472
0.793103448276,0.168421052632,0.02,7,0.00878874265226365
0.793103448276,0.168421052632,0.02,5,-0.00303716528814458
0.793103448276,0.173684210526,0.0175,9,-0.00165484177394365
0.793103448276,0.173684210526,0.0175,13,0.00193849986995712
0.793103448276,0.173684210526,0.01,3,-0.0382138432369216
0.793103448276,0.173684210526,0.01,5,-0.00323819304609874
0.793103448276,0.173684210526,0.01,1,0.233392587384146
0.793103448276,0.173684210526,0.02,9,-0.00156631888097225
0.793103448276,0.173684210526,0.01,11,-0.00281011454676876
0.793103448276,0.173684210526,0.01,7,0.00846867073574667
0.793103448276,0.173684210526,0.0125,1,0.233373450833692
0.793103448276,0.173684210526,0.0125,5,-0.00320076352575764
0.793103448276,0.173684210526,0.0125,3,-0.0382018944845259
0.793103448276,0.173684210526,0.02,13,0.00188203910928991
0.793103448276,0.173684210526,0.0125,7,0.00840513650129717
0.793103448276,0.173684210526,0.015,1,0.233346977212061
0.793103448276,0.173684210526,0.015,7,0.00833012879346476
0.793103448276,0.173684210526,0.015,11,-0.00272394486039768
0.793103448276,0.178947368421,0.01,9,-0.000912915749626294
0.793103448276,0.173684210526,0.015,5,-0.00316345658334087
0.793103448276,0.173684210526,0.015,3,-0.0381780337602741
0.793103448276,0.173684210526,0.0175,1,0.233314679865308
0.793103448276,0.173684210526,0.0175,7,0.00824577424615758
0.793103448276,0.178947368421,0.01,13,0.00211593647830101
0.793103448276,0.173684210526,0.02,1,0.233275878433514
0.793103448276,0.178947368421,0.0125,9,-0.000958587999413275
0.793103448276,0.173684210526,0.02,11,-0.00263589941034955
0.793103448276,0.173684210526,0.0175,5,-0.00312586964196998
0.793103448276,0.178947368421,0.0125,11,-0.00325532140287883
0.793103448276,0.178947368421,0.0125,13,0.00207237457477813
0.793103448276,0.173684210526,0.0175,3,-0.0381449497547297
0.793103448276,0.173684210526,0.02,5,-0.00308796702704182
0.793103448276,0.173684210526,0.0175,11,-0.0026799121607677
0.793103448276,0.178947368421,0.015,9,-0.000906105141107988
0.793103448276,0.173684210526,0.02,3,-0.0381018300488326
0.793103448276,0.173684210526,0.02,7,0.00815176715367709
0.793103448276,0.178947368421,0.015,13,0.00201197413712173
0.793103448276,0.178947368421,0.0175,9,-0.000857504595087186
0.793103448276,0.178947368421,0.0175,13,0.00196059743226355
0.793103448276,0.178947368421,0.02,9,-0.000814046806958466
0.793103448276,0.178947368421,0.0125,1,0.233066910512585
0.793103448276,0.178947368421,0.01,3,-0.0376605125899531
0.793103448276,0.178947368421,0.0125,3,-0.037651233089938
0.793103448276,0.178947368421,0.02,11,-0.00312384882237877
0.793103448276,0.178947368421,0.0125,5,-0.0032567983869704
0.793103448276,0.178947368421,0.0125,7,0.00775343341842924
0.793103448276,0.178947368421,0.01,5,-0.00329563414850867
0.793103448276,0.178947368421,0.01,1,0.233084885463453
0.793103448276,0.178947368421,0.01,7,0.00781217984263102
0.793103448276,0.178947368421,0.02,13,0.00189696602056755
0.793103448276,0.178947368421,0.015,1,0.233041819919305
0.793103448276,0.178947368421,0.01,11,-0.00328302588902248
0.793103448276,0.178947368421,0.015,3,-0.0376307686445
0.793103448276,0.184210526316,0.01,9,-0.000125460786776853
0.793103448276,0.178947368421,0.015,11,-0.00317894372565361
0.793103448276,0.178947368421,0.015,7,0.00768383964223605
0.793103448276,0.178947368421,0.015,5,-0.00321800620194129
0.793103448276,0.178947368421,0.0175,3,-0.0376005674083681
0.793103448276,0.184210526316,0.01,13,0.00209960372681891
0.793103448276,0.178947368421,0.0175,1,0.233010665831917
0.793103448276,0.184210526316,0.0125,9,-0.000126338867890892
0.793103448276,0.178947368421,0.0175,5,-0.00317905578195728
0.793103448276,0.178947368421,0.0175,7,0.00760531962641115
0.793103448276,0.184210526316,0.0125,13,0.00205559685422204
0.793103448276,0.178947368421,0.02,1,0.232973305348623
0.793103448276,0.184210526316,0.015,9,-0.00010185344379314
0.793103448276,0.178947368421,0.0175,11,-0.00312412997537048
0.793103448276,0.178947368421,0.02,5,-0.00313972835611215
0.793103448276,0.178947368421,0.02,3,-0.0375607414324367
0.793103448276,0.184210526316,0.015,13,0.00199981648310401
0.793103448276,0.178947368421,0.02,7,0.00751736695704358
0.793103448276,0.184210526316,0.0175,9,-8.91634045169352e-05
0.793103448276,0.184210526316,0.0175,13,0.00195060339193382
0.793103448276,0.184210526316,0.0175,11,-0.00352969464426975
0.793103448276,0.184210526316,0.01,3,-0.0370922155869547
0.793103448276,0.184210526316,0.01,1,0.232766097299004
0.793103448276,0.184210526316,0.01,5,-0.0033534750677228
0.793103448276,0.184210526316,0.01,7,0.00715937012518671
0.793103448276,0.184210526316,0.01,11,-0.0036937733717282
0.793103448276,0.184210526316,0.02,9,-4.51322823332136e-05
0.793103448276,0.184210526316,0.02,11,-0.00349057743138814
0.793103448276,0.184210526316,0.0125,3,-0.037086533073025
0.793103448276,0.184210526316,0.0125,11,-0.00363532721967503
0.793103448276,0.184210526316,0.0125,5,-0.00331285353434713
0.793103448276,0.184210526316,0.02,13,0.0018874242815597
0.793103448276,0.184210526316,0.0125,7,0.00710500124131371
0.793103448276,0.184210526316,0.0125,1,0.232749738012783
0.793103448276,0.184210526316,0.015,1,0.232726048651911
0.793103448276,0.189473684211,0.01,13,0.0020337019241477
0.793103448276,0.184210526316,0.015,7,0.00704089488039359
0.793103448276,0.184210526316,0.015,3,-0.0370688948981969
0.793103448276,0.184210526316,0.015,5,-0.00327287894409645
0.793103448276,0.189473684211,0.01,9,0.000611712113614296
0.793103448276,0.184210526316,0.015,11,-0.00357382321256769
0.793103448276,0.184210526316,0.0175,3,-0.0370416400737249
0.793103448276,0.189473684211,0.0125,9,0.00062648562926804
0.793103448276,0.184210526316,0.0175,1,0.232695959058261
0.793103448276,0.189473684211,0.015,9,0.000643696094211614
0.793103448276,0.184210526316,0.02,3,-0.0370043335315207
0.793103448276,0.184210526316,0.02,1,0.232659579240409
0.793103448276,0.184210526316,0.0175,5,-0.00323252552283167
0.793103448276,0.189473684211,0.0125,13,0.00201481957367848
0.793103448276,0.189473684211,0.015,5,-0.00332308906005427
0.793103448276,0.189473684211,0.015,11,-0.00392009784826242
0.793103448276,0.184210526316,0.02,5,-0.00319200175143716
0.793103448276,0.184210526316,0.02,7,0.00688657969829098
0.793103448276,0.189473684211,0.015,13,0.00195395602707963
0.793103448276,0.184210526316,0.0175,7,0.00696803587203446
0.793103448276,0.189473684211,0.0175,9,0.000664962847269674
0.793103448276,0.189473684211,0.0175,11,-0.0038579110675585
0.793103448276,0.189473684211,0.0175,13,0.00190138513550295
0.793103448276,0.189473684211,0.01,1,0.232436914109306
0.793103448276,0.189473684211,0.02,9,0.000681061861810653
0.793103448276,0.189473684211,0.01,3,-0.036510910291345
0.793103448276,0.189473684211,0.02,11,-0.00380192567110305
0.793103448276,0.189473684211,0.01,5,-0.00340964555748703
0.793103448276,0.189473684211,0.01,7,0.00651089918721653
0.793103448276,0.189473684211,0.01,11,-0.0040412611013138
0.793103448276,0.189473684211,0.0125,5,-0.00336832121690324
0.793103448276,0.189473684211,0.02,13,0.00184910424776873
0.793103448276,0.189473684211,0.0125,3,-0.036507877154371
0.793103448276,0.189473684211,0.0125,7,0.00646155972419738
0.793103448276,0.189473684211,0.015,1,0.232399333753047
0.793103448276,0.189473684211,0.0125,1,0.23242187256386
0.793103448276,0.189473684211,0.0125,11,-0.00397669830627685
0.793103448276,0.194736842105,0.01,13,0.00197450831159353
0.793103448276,0.189473684211,0.015,3,-0.0364929551966792
0.793103448276,0.189473684211,0.015,7,0.00640273892927915
0.793103448276,0.194736842105,0.0125,5,-0.00342248015717609
0.793103448276,0.194736842105,0.0125,13,0.00192960244453164
0.793103448276,0.194736842105,0.01,9,0.00135407403215339
0.793103448276,0.194736842105,0.0125,9,0.00135817572471871
0.793103448276,0.194736842105,0.0125,11,-0.00426596713397394
0.793103448276,0.189473684211,0.0175,5,-0.00328578905965529
0.793103448276,0.189473684211,0.0175,1,0.232370587034528
0.793103448276,0.189473684211,0.0175,3,-0.0364684184899728
0.793103448276,0.194736842105,0.015,9,0.00135772296599395
0.793103448276,0.189473684211,0.02,1,0.232335439549209
0.793103448276,0.189473684211,0.0175,7,0.00633559505746678
0.793103448276,0.189473684211,0.02,3,-0.0364342556325151
0.793103448276,0.194736842105,0.015,13,0.00188048865822809
0.793103448276,0.189473684211,0.02,5,-0.00324416106463296
0.793103448276,0.194736842105,0.0175,9,0.00136253214970165
0.793103448276,0.189473684211,0.02,7,0.00626085648138069
0.793103448276,0.194736842105,0.0175,11,-0.00410997639762583
0.793103448276,0.194736842105,0.01,3,-0.0359155356922594
0.793103448276,0.194736842105,0.02,11,-0.00404185444811704
0.793103448276,0.194736842105,0.0175,13,0.00182987757420285
0.793103448276,0.194736842105,0.02,9,0.0013621404941043
0.793103448276,0.194736842105,0.01,7,0.00586854488267092
0.793103448276,0.194736842105,0.01,5,-0.00346594124932537
0.793103448276,0.194736842105,0.01,1,0.232096995416451
0.793103448276,0.194736842105,0.02,13,0.00176568703547853
0.793103448276,0.194736842105,0.0125,1,0.232083357150322
0.793103448276,0.194736842105,0.015,11,-0.00418127783932729
0.793103448276,0.194736842105,0.01,11,-0.00432555934840579
0.793103448276,0.194736842105,0.015,3,-0.0359043960344271
0.793103448276,0.194736842105,0.0125,3,-0.0359154906705084
0.793103448276,0.194736842105,0.0125,7,0.00582421933191114
0.793103448276,0.194736842105,0.015,1,0.232062578470775
0.793103448276,0.194736842105,0.015,5,-0.00338081367047774
0.793103448276,0.194736842105,0.015,7,0.00577106061014225
0.793103448276,0.2,0.01,13,0.00187083808367324
0.793103448276,0.2,0.01,9,0.00204659175403061
0.793103448276,0.2,0.0125,9,0.00206093145938315
0.793103448276,0.194736842105,0.0175,3,-0.0358832993487676
0.793103448276,0.194736842105,0.0175,1,0.232035225783396
0.793103448276,0.2,0.0125,13,0.00183168701736236
0.793103448276,0.194736842105,0.0175,5,-0.00333783912159798
0.793103448276,0.194736842105,0.0175,7,0.00570957421110844
0.793103448276,0.2,0.015,9,0.00203785900860932
0.793103448276,0.194736842105,0.02,1,0.232001239066259
0.793103448276,0.194736842105,0.02,3,-0.035851933229087
0.793103448276,0.194736842105,0.02,5,-0.00329459411298906
0.793103448276,0.194736842105,0.02,7,0.00564066171791409
0.793103448276,0.2,0.015,13,0.0017788077381743
0.793103448276,0.2,0.0175,9,0.00201069070490616
0.793103448276,0.2,0.0175,11,-0.00432161384084576
0.793103448276,0.2,0.0175,13,0.00172160920498178
0.793103448276,0.2,0.01,1,0.231747185947029
0.793103448276,0.2,0.02,9,0.00200098896830003
0.793103448276,0.2,0.01,3,-0.0353083870348638
0.793103448276,0.2,0.01,7,0.00523382088924246
0.793103448276,0.2,0.0125,5,-0.00347637377770811
0.793103448276,0.2,0.01,5,-0.00352012103641339
0.793103448276,0.2,0.02,11,-0.00423849222131094
0.793103448276,0.2,0.02,13,0.00167877798032295
0.793103448276,0.2,0.01,11,-0.00454665491452076
0.793103448276,0.2,0.0125,3,-0.0353112010143401
0.793103448276,0.2,0.0125,1,0.231734873147368
0.793103448276,0.2,0.015,3,-0.0353031996621639
0.810344827586,0.1,0.01,7,0.0126568724124123
0.793103448276,0.2,0.0125,11,-0.00447277932543633
0.810344827586,0.1,0.01,13,-0.00318229905879994
0.793103448276,0.2,0.015,5,-0.00343270944673229
0.793103448276,0.2,0.0125,7,0.00519421834705253
0.793103448276,0.2,0.015,11,-0.00439336451234229
0.793103448276,0.2,0.015,7,0.0051464805309838
0.793103448276,0.2,0.015,1,0.231715497877975
0.793103448276,0.2,0.0175,3,-0.0352847428116873
0.810344827586,0.1,0.0125,7,0.0125680730834712
0.793103448276,0.2,0.0175,1,0.231689286844625
0.793103448276,0.2,0.0175,5,-0.00338897795175795
0.793103448276,0.2,0.02,1,0.231656779593295
0.793103448276,0.2,0.0175,7,0.00509109326953879
0.810344827586,0.1,0.015,9,-0.0135026573930894
0.810344827586,0.1,0.015,7,0.0124597338464854
0.810344827586,0.1,0.0125,11,0.00862752494467664
0.810344827586,0.1,0.015,13,-0.00296548395723227
0.810344827586,0.1,0.0125,9,-0.0137381212813698
0.793103448276,0.2,0.02,5,-0.00334508620751121
0.810344827586,0.1,0.0125,13,-0.00311517828702908
0.793103448276,0.2,0.02,7,0.00502879264755467
0.793103448276,0.2,0.02,3,-0.0352567079190251
0.810344827586,0.1,0.0175,7,0.0123312094539864
0.810344827586,0.1,0.0175,13,-0.00287298876133173
0.810344827586,0.1,0.0175,9,-0.0133420390781583
0.810344827586,0.1,0.02,9,-0.0130643008086965
0.810344827586,0.1,0.02,7,0.0121976440592524
